Protein1,Protein2,Class
Q5VXT5,Q9HCL0,0
Q5VXU9,Q8IUA7,0
Q5VY09,Q86VW1,0
Q5VYK3,Q96A49,0
Q5VYS8,Q9C0B9,0
Q5VYV7,Q8NDZ2,0
Q5VYX0,Q9H6Y7,0
Q5VZ03,Q9BTL4,0
Q5VZ18,Q8N2E6,0
Q5VZ19,Q86TH1,0
Q5VZ19,Q8N0X4,0
Q5VZ72,Q9H7B4,0
Q5VZB9,Q9NYV9,0
Q5VZB9,Q9UN67,0
Q5VZR2,Q86X52,0
Q5VZV1,Q99871,0
Q5W041,Q9UBT3,0
Q5W0A0,Q6P1K8,0
Q5W0B1,Q9HBT6,0
Q5W0Q7,Q8IVL0,0
Q5W0Z9,Q86X52,0
Q5W0Z9,Q92882,0
Q5W186,Q8IWZ8,0
Q5W188,Q86YG4,0
Q5W5W9,Q9NQ39,0
Q5XG87,Q9UNU6,0
Q5XG92,Q7RTV0,0
Q5XG92,Q8TC94,0
Q5XG92,Q9H078,0
Q5XKK7,Q9Y2L9,0
Q5XLA6,Q9UNE7,0
Q5XPI4,Q9BRV8,0
Q5XPI4,Q9UGU0,0
Q629K1,Q7Z6M1,0
Q63HK3,Q68CP9,0
Q63HM1,Q9HAU0,0
Q64LD2,Q9Y5Y2,0
Q658N2,Q9BX63,0
Q658T7,Q86YC2,0
Q66GS9,Q9H0Z9,0
Q66K41,Q9UN72,0
Q66LE6,Q99853,0
Q66PJ3,Q96IR7,0
Q684P5,Q9UG22,0
Q68CJ6,Q99757,0
Q68CQ1,Q6ZSG2,0
Q68CQ1,Q9Y6N1,0
Q68CQ7,Q9P0G3,0
Q68CR1,Q9BX70,0
Q68CR1,Q9P2M4,0
Q68CR1,Q9UPT6,0
Q68CR7,Q6PB30,0
Q68D86,Q8IYJ3,0
Q68DC2,Q96KR6,0
Q68DV7,Q9H9J2,0
Q68EM7,Q9NUA8,0
Q68G75,Q8NHP7,0
Q68G75,Q9UN88,0
Q693B1,Q9Y399,0
Q69YG0,Q96B33,0
Q69YI7,Q9Y5U5,0
Q69YN2,Q8NGQ6,0
Q69YU3,Q96MU8,0
Q69YW2,Q7Z5H5,0
Q6A162,Q9H0R8,0
Q6AI12,Q9ULP9,0
Q6AI39,Q8NGT0,0
Q6AI39,Q8TBB0,0
Q6AZY7,Q96T54,0
Q6B0B8,Q8NA47,0
Q6B0I6,Q96K21,0
Q6B9Z1,Q8IX95,0
Q6BCY4,Q86YL5,0
Q6BDI9,Q96F15,0
Q6DD88,Q9NTQ9,0
Q6DHV7,Q8IZF5,0
Q6DKI7,Q99594,0
Q6DKJ4,Q8N145,0
Q6DN14,Q6VY07,0
Q6DN72,Q6UWB1,0
Q6DRA6,Q8IW70,0
Q6EBC2,Q96CM8,0
Q6ECI4,Q8N309,0
Q6ECI4,Q9BXC0,0
Q6EMB2,Q8NFL0,0
Q6GMV3,Q9GZQ8,0
Q6GTS8,Q9H2W2,0
Q6GV28,Q8TE49,0
Q6GV28,Q99608,0
Q6H3X3,Q9NYJ7,0
Q6HA08,Q8N100,0
Q6IBW4,Q96H86,0
Q6ICL7,Q9BQS8,0
Q6IE38,Q6P474,0
Q6IF63,Q6J272,0
Q6IF82,Q9Y2R9,0
Q6IF99,Q96MA1,0
Q6IN97,Q96NU7,0
Q6IPT4,Q9NRG9,0
Q6IPX1,Q92520,0
Q6IQ19,Q8NA57,0
Q6IQ32,Q9BR46,0
Q6IQ55,Q8N1Q1,0
Q6ISB3,Q99626,0
Q6JVE5,Q7Z7K2,0
Q6KB66,Q9UKL3,0
Q6KC79,Q8NDZ4,0
Q6L9T8,Q6PI77,0
Q6MZP7,Q86Y01,0
Q6MZT1,Q9NY12,0
Q6MZW2,Q8NGY5,0
Q6NSI8,Q8WYB5,0
Q6NSJ5,Q9BXU2,0
Q6NSX1,Q9UBC9,0
Q6NT32,Q9UBH0,0
Q6NUI1,Q6ZNB5,0
Q6NUJ1,Q8IWG1,0
Q6NUJ1,Q9NX77,0
Q6NUQ4,Q9Y478,0
Q6NUS8,Q9UJX2,0
Q6NVH7,Q9ULW3,0
Q6NVV0,Q9H8S5,0
Q6NW29,Q8NCS4,0
Q6NWY9,Q9NQC8,0
Q6NXP0,Q9NSI2,0
Q6NXR0,Q9GZM6,0
Q6NXS1,Q8IXH6,0
Q6NXT1,Q8N7J2,0
Q6NXT4,Q92988,0
Q6NYC1,Q6ZRI8,0
Q6NYC8,Q9UBS0,0
Q6NZ36,Q96Q06,0
Q6NZ67,Q8N0Z2,0
Q6NZY7,Q8IYL2,0
Q6P047,Q8WWZ1,0
Q6P087,Q9UKF2,0
Q6P1J6,Q9BTW9,0
Q6P1K8,Q9P2X3,0
Q6P1L5,Q9H114,0
Q6P1N0,Q8N5Y8,0
Q6P1N9,Q9Y2B4,0
Q6P1Q0,Q86W74,0
Q6P1Q9,Q8N661,0
Q6P2D8,Q9NVM6,0
Q6P2E9,Q9BXA9,0
Q6P2H8,Q8IYX8,0
Q6P2I3,Q96AY4,0
Q6P2S7,Q9P202,0
Q6P387,Q6P4I2,0
Q6P3S6,Q8NGC2,0
Q6P4F7,Q8TAE7,0
Q6P4F7,Q8WXA3,0
Q6P4I2,Q9Y6B2,0
Q6P4Q7,Q8NGJ7,0
Q6P4R8,Q8NEA5,0
Q6P575,Q9NPJ3,0
Q6P589,Q96KN3,0
Q6P5S2,Q9BPZ7,0
Q6P6B1,Q8N3A8,0
Q6P988,Q8N8L6,0
Q6P9A2,Q9H340,0
Q6P9A3,Q9BSJ8,0
Q6P9B9,Q9BYX7,0
Q6P9F0,Q9UDX4,0
Q6P9F5,Q92820,0
Q6P9F7,Q9ULI0,0
Q6P9G9,Q9UHC7,0
Q6PCB0,Q8WU08,0
Q6PCB5,Q8IXQ5,0
Q6PCD5,Q9Y6M1,0
Q6PEV8,Q9Y5H8,0
Q6PEW0,Q96ET8,0
Q6PEY0,Q9NQ34,0
Q6PEY2,Q8NBF2,0
Q6PGP7,Q96II8,0
Q6PH81,Q9BYZ6,0
Q6PH85,Q8N112,0
Q6PHR2,Q70HW3,0
Q6PI47,Q8NHP6,0
Q6PI48,Q9Y5G0,0
Q6PI98,Q8NAT2,0
Q6PIJ6,Q9Y6G5,0
Q6PIL6,Q8N239,0
Q6PIU2,Q9BY64,0
Q6PIY7,Q8NGJ5,0
Q6PJ21,Q8N4S7,0
Q6PJF5,Q9BZ19,0
Q6PJG9,Q99538,0
Q6PJG9,Q9BWD1,0
Q6PJT7,Q9UKP5,0
Q6PK81,Q8N4F0,0
Q6Q8B3,Q9BRL7,0
Q6QN14,Q9H257,0
Q6QN14,Q9NTG7,0
Q6RW13,Q96KD3,0
Q6S5H5,Q9Y446,0
Q6S8J3,Q9NWS0,0
Q6SPF0,Q86YH6,0
Q6T311,Q9Y5Z9,0
Q6T4P5,Q9P270,0
Q6TDP4,Q8N6F7,0
Q6U841,Q6UWI4,0
Q6UB99,Q8IY84,0
Q6UE05,Q9HBI5,0
Q6UVM3,Q9BQ50,0
Q6UW15,Q86SE5,0
Q6UW49,Q86VP1,0
Q6UW78,Q9HBG7,0
Q6UWB1,Q9NS69,0
Q6UWE3,Q96P68,0
Q6UWI2,Q86V59,0
Q6UWL6,Q96RY7,0
Q6UWN0,Q86WC4,0
Q6UWN5,Q96KC8,0
Q6UWN8,Q8N7C7,0
Q6UWP2,Q9Y5Z6,0
Q6UWX4,Q9HCJ1,0
Q6UX53,Q9P0S9,0
Q6UXC1,Q8N688,0
Q6UXG2,Q9H6R6,0
Q6UXG3,Q8NGS5,0
Q6UXH1,Q8IVP5,0
Q6UXH1,Q96Q27,0
Q6UXN2,Q9H8T0,0
Q6UXN7,Q9UBZ9,0
Q6UXN8,Q8IY95,0
Q6UXN8,Q8WXD0,0
Q6UXT8,Q9H1M0,0
Q6UXV4,Q86UX6,0
Q6UXZ3,Q712K3,0
Q6UY11,Q9NTK1,0
Q6UY18,Q9BRR6,0
Q6UYE1,Q9BZZ5,0
Q6V0L0,Q9Y6X8,0
Q6V702,Q9BSK2,0
Q6V702,Q9ULZ1,0
Q6VEQ5,Q9H2A9,0
Q6VN20,Q9NX94,0
Q6VVB1,Q9Y261,0
Q6VVX0,Q8N972,0
Q6W0C5,Q9NVD7,0
Q6W3E5,Q6ZTU2,0
Q6WCQ1,Q99743,0
Q6XD76,Q9P031,0
Q6XE38,Q86V86,0
Q6XYQ8,Q969E2,0
Q6Y288,Q8NFB2,0
Q6Y7W6,Q9UHY1,0
Q6Y7W6,Q9Y5J3,0
Q6YI46,Q9HBV2,0
Q6YP21,Q9P2J9,0
Q6ZMC9,Q86TI0,0
Q6ZMI3,Q96IK5,0
Q6ZMI3,Q96LX7,0
Q6ZMJ2,Q8N5B7,0
Q6ZMJ2,Q96JH8,0
Q6ZMJ4,Q92597,0
Q6ZMN7,Q96T68,0
Q6ZMN7,Q9BWT6,0
Q6ZMS7,Q9Y215,0
Q6ZMT1,Q9NVX0,0
Q6ZMV7,Q9HCM1,0
Q6ZN01,Q6ZVL6,0
Q6ZN01,Q8TF46,0
Q6ZN03,Q9Y2V0,0
Q6ZN04,Q8N336,0
Q6ZN06,Q8WV24,0
Q6ZN32,Q96Q77,0
Q6ZN66,Q8NBF6,0
Q6ZNC4,Q96A83,0
Q6ZNF0,Q8NG08,0
Q6ZNL6,Q8IYP2,0
Q6ZNM6,Q8NGN3,0
Q6ZNM6,Q9UJQ1,0
Q6ZNM6,Q9Y587,0
Q6ZNX1,Q9Y5J9,0
Q6ZPD8,Q8IXM2,0
Q6ZPD9,Q9UL18,0
Q6ZQQ2,Q8NG97,0
Q6ZQW0,Q8NBM4,0
Q6ZQX7,Q9Y6X3,0
Q6ZQY3,Q8IYA6,0
Q6ZRF8,Q9UJ41,0
Q6ZRQ5,Q8WVV9,0
Q6ZRR5,Q9BXP8,0
Q6ZRT6,Q8N4P3,0
Q6ZS17,Q9H4B0,0
Q6ZSG2,Q8TBC4,0
Q6ZSG2,Q9UL16,0
Q6ZSR6,Q9Y5Z4,0
Q6ZSZ6,Q99489,0
Q6ZT07,Q8IZL8,0
Q6ZT52,Q9BRQ3,0
Q6ZTA4,Q8WUD6,0
Q6ZTK2,Q8TED9,0
Q6ZTQ3,Q8NG77,0
Q6ZTU2,Q92979,0
Q6ZTW0,Q92478,0
Q6ZTY9,Q9NPC3,0
Q6ZUB1,Q9Y2I8,0
Q6ZUF6,Q86UD1,0
Q6ZUG5,Q86T29,0
Q6ZUI0,Q8N531,0
Q6ZV70,Q8N3H0,0
Q6ZV73,Q9Y653,0
Q6ZVD7,Q9UMX2,0
Q6ZVE7,Q8NAM6,0
Q6ZVK8,Q99062,0
Q6ZW05,Q8TDX7,0
Q6ZW13,Q9NU19,0
Q6ZW31,Q9Y397,0
Q6ZWI9,Q9BRR0,0
Q6ZWI9,Q9BRT9,0
Q6ZWJ1,Q7Z304,0
Q6ZWJ1,Q8NGC4,0
Q6ZWK6,Q9Y5V3,0
Q6ZYL4,Q99627,0
Q70EL2,Q8WVI7,0
Q70EL3,Q8IVG9,0
Q70IA6,Q92696,0
Q70IA8,Q96RD6,0
Q70IA8,Q9GZT3,0
Q70JA7,Q9H0Y0,0
Q70YC5,Q9NPB8,0
Q70Z53,Q9C0B6,0
Q719H9,Q9P287,0
Q71RC2,Q9NRF2,0
Q71SY5,Q96P70,0
Q71UM5,Q92819,0
Q71UM5,Q9UBD9,0
Q75VX8,Q92186,0
Q75VX8,Q9NVV4,0
Q75WM6,Q8N7Z5,0
Q76KP1,Q9Y5P1,0
Q7KZ85,Q96QT6,0
Q7KZN9,Q8N300,0
Q7L014,Q8N5U0,0
Q7L190,Q9Y2F9,0
Q7L1T6,Q9UKF7,0
Q7L211,Q96EZ8,0
Q7L2J0,Q8N5L8,0
Q7L2Z9,Q86WC4,0
Q7L3V2,Q9BZI7,0
Q7L513,Q9HCC6,0
Q7L523,Q9HAP2,0
Q7L5N7,Q96FZ5,0
Q7L7V1,Q9NUR3,0
Q7L7X3,Q9BQF6,0
Q7L8A9,Q8N5I3,0
Q7L8C5,Q86XP3,0
Q7L8W6,Q96KW9,0
Q7L945,Q9UL63,0
Q7LBE3,Q86V88,0
Q7LDI9,Q9NVG8,0
Q7LFL8,Q8NGK5,0
Q7RTM1,Q99543,0
Q7RTR2,Q9NX76,0
Q7RTS1,Q96R27,0
Q7RTT3,Q8N987,0
Q7RTT4,Q7Z570,0
Q7RTU3,Q9NPC7,0
Q7RTV0,Q8N1S5,0
Q7RTV3,Q9NZ45,0
Q7RTX7,Q9Y5J7,0
Q7RTY3,Q7Z3Z2,0
Q7RTY3,Q9Y663,0
Q7RTY8,Q9Y5J9,0
Q7RTZ2,Q9NWM8,0
Q7Z2E3,Q9UBB9,0
Q7Z2F6,Q8N895,0
Q7Z2G1,Q8NGH7,0
Q7Z2K6,Q9BTV4,0
Q7Z2K8,Q9H3L0,0
Q7Z2R9,Q9UI47,0
Q7Z2R9,Q9UIQ6,0
Q7Z2W9,Q8ND56,0
Q7Z304,Q8WXH5,0
Q7Z3B1,Q9NPH3,0
Q7Z3D4,Q8NH55,0
Q7Z3E2,Q9UEY8,0
Q7Z3F1,Q9Y692,0
Q7Z3G6,Q9NQ94,0
Q7Z3K3,Q9H6Q3,0
Q7Z3Q1,Q9H061,0
Q7Z3Y7,Q8TBN0,0
Q7Z3Y7,Q9H2G4,0
Q7Z3Z0,Q9HBI6,0
Q7Z434,Q96D21,0
Q7Z434,Q9BTM9,0
Q7Z449,Q8NET5,0
Q7Z478,Q9UBQ5,0
Q7Z4F1,Q7Z6J4,0
Q7Z4G1,Q92560,0
Q7Z4J2,Q8IUE6,0
Q7Z4J2,Q96HL8,0
Q7Z4N2,Q9UKF7,0
Q7Z4Q2,Q7Z5N4,0
Q7Z572,Q9BS86,0
Q7Z591,Q9Y2T7,0
Q7Z5A7,Q9Y5Q3,0
Q7Z5A8,Q7Z794,0
Q7Z5A8,Q9H503,0
Q7Z5H3,Q9BVA0,0
Q7Z5J4,Q9NYZ4,0
Q7Z5L3,Q9UHI8,0
Q7Z5L9,Q9NZL4,0
Q7Z5P4,Q9NW07,0
Q7Z5Q1,Q9HCD6,0
Q7Z5R6,Q9UEU5,0
Q7Z5Y6,Q96AP0,0
Q7Z695,Q86XN8,0
Q7Z698,Q9HAJ7,0
Q7Z6A9,Q9BQI4,0
Q7Z6I6,Q8WWM9,0
Q7Z6J2,Q8WYP3,0
Q7Z6J4,Q9UIF9,0
Q7Z6J6,Q92604,0
Q7Z6J8,Q9H354,0
Q7Z6J9,Q9C0C2,0
Q7Z6K1,Q9BYG7,0
Q7Z6R9,Q86UP6,0
Q7Z7B7,Q9BPZ3,0
Q7Z7C8,Q92901,0
Q7Z7E8,Q9NV58,0
Q7Z7G1,Q8IUR0,0
Q7Z7H3,Q9UKT5,0
Q7Z7H5,Q9H6X5,0
Q7Z7H5,Q9Y264,0
Q7Z7K6,Q9UGU5,0
Q7Z7N9,Q9NXL2,0
Q86SE8,Q9UHC7,0
Q86SG4,Q8N2I9,0
Q86SG6,Q96F44,0
Q86SQ9,Q96IL0,0
Q86SR1,Q9P031,0
Q86SX3,Q86UE8,0
Q86SX6,Q8TA86,0
Q86SZ2,Q9BUY7,0
Q86T13,Q8IYE0,0
Q86T13,Q96N58,0
Q86T20,Q9NRR5,0
Q86T65,Q9P0U4,0
Q86T82,Q9NXF8,0
Q86TG7,Q9NWS8,0
Q86TJ5,Q9BTT4,0
Q86TL0,Q9ULX5,0
Q86TU7,Q93098,0
Q86TU7,Q9NQS3,0
Q86TZ1,Q9UJH8,0
Q86U02,Q96D96,0
Q86U17,Q8NBZ9,0
Q86U17,Q8TDY8,0
Q86U28,Q99988,0
Q86U38,Q9NPL8,0
Q86UB9,Q8IYS0,0
Q86UD0,Q92859,0
Q86UD3,Q8N9F0,0
Q86UD7,Q9BT30,0
Q86UD7,Q9H2R5,0
Q86UE6,Q9Y4A0,0
Q86UF2,Q9ULW3,0
Q86UF4,Q99929,0
Q86UG4,Q9NY91,0
Q86UK7,Q9NUQ7,0
Q86UU1,Q8TAC2,0
Q86UV5,Q9NXH8,0
Q86UV6,Q9BRG1,0
Q86UV6,Q9UJ68,0
Q86UW2,Q9UBH6,0
Q86UW6,Q8WXJ9,0
Q86UW9,Q8WVE0,0
Q86UX6,Q9NP80,0
Q86UY5,Q9UI54,0
Q86UY6,Q99576,0
Q86V42,Q9H9A5,0
Q86V48,Q8IUQ0,0
Q86V71,Q9NP71,0
Q86V81,Q9BRA2,0
Q86V85,Q9Y314,0
Q86VD7,Q9Y3E1,0
Q86VF7,Q9P299,0
Q86VI1,Q8IYQ7,0
Q86VM9,Q99417,0
Q86VM9,Q99784,0
Q86VP3,Q9NVI7,0
Q86VQ1,Q8N1G0,0
Q86VR2,Q9NU63,0
Q86VZ2,Q96J92,0
Q86W92,Q8IY31,0
Q86WB0,Q8NGP0,0
Q86WB0,Q92667,0
Q86WC4,Q96QS1,0
Q86WC6,Q96AP0,0
Q86WG3,Q9BS18,0
Q86WG5,Q9NPJ6,0
Q86WJ1,Q8N0V4,0
Q86WK9,Q8IUN9,0
Q86WR7,Q8WUU5,0
Q86WT6,Q96HH9,0
Q86WW8,Q96B86,0
Q86X53,Q9UMX0,0
Q86XI8,Q969F1,0
Q86XK3,Q9Y3B6,0
Q86XN7,Q96KG9,0
Q86XN7,Q9NP55,0
Q86XN8,Q8NHA8,0
Q86XN8,Q9NW61,0
Q86XP1,Q92804,0
Q86XP1,Q9H867,0
Q86XP6,Q8NGT5,0
Q86XP6,Q9P1Z9,0
Q86XR2,Q9H6S3,0
Q86XT4,Q8IXI1,0
Q86Y34,Q92733,0
Q86Y37,Q9NYV4,0
Q86Y46,Q99593,0
Q86Y56,Q96PS6,0
Q86Y82,Q9NS28,0
Q86YC2,Q8WVM7,0
Q86YC2,Q9UL58,0
Q86YF9,Q9ULC6,0
Q86YG4,Q8TDB6,0
Q86YQ2,Q9NWT8,0
Q86YW5,Q8N9W5,0
Q8HWS3,Q9Y5K2,0
Q8IU54,Q8WYH8,0
Q8IU68,Q9NWU2,0
Q8IUB2,Q9UKB1,0
Q8IUE6,Q9NVH1,0
Q8IUH8,Q9H1U4,0
Q8IUN9,Q9H0U9,0
Q8IUR7,Q92187,0
Q8IUX1,Q9Y2X7,0
Q8IUZ0,Q9Y3M2,0
Q8IV08,Q99990,0
Q8IV20,Q8NH54,0
Q8IV31,Q96KK3,0
Q8IV32,Q9Y6E7,0
Q8IV33,Q9Y6G5,0
Q8IV38,Q9Y5K6,0
Q8IV50,Q9NRY5,0
Q8IVD9,Q9Y6P5,0
Q8IVL5,Q8TEU8,0
Q8IVL5,Q9UGI0,0
Q8IVT2,Q8NBX0,0
Q8IVV7,Q96A56,0
Q8IVW4,Q9BYP7,0
Q8IVW6,Q8TCB6,0
Q8IVY1,Q9NRG0,0
Q8IWA5,Q8NCW5,0
Q8IWA5,Q96LZ2,0
Q8IWA6,Q9Y2C9,0
Q8IWB9,Q9Y5W7,0
Q8IWD4,Q9Y255,0
Q8IWF6,Q9Y2A7,0
Q8IWJ2,Q8N4X5,0
Q8IWN6,Q8TAD8,0
Q8IWR0,Q92615,0
Q8IWT0,Q99853,0
Q8IWT0,Q9UQ84,0
Q8IWU2,Q8NHS3,0
Q8IWU6,Q96P47,0
Q8IWV7,Q96HP4,0
Q8IWV8,Q96MU8,0
Q8IWX5,Q9BYE9,0
Q8IWZ3,Q8IY49,0
Q8IX03,Q9NZN4,0
Q8IX07,Q96GE6,0
Q8IX15,Q8TD08,0
Q8IX19,Q8TAM2,0
Q8IX19,Q9BS16,0
Q8IXB3,Q96EN9,0
Q8IXJ9,Q9Y2R4,0
Q8IXK0,Q9NVM1,0
Q8IXK2,Q9UPX8,0
Q8IXL6,Q9BPY8,0
Q8IXM2,Q9HBI1,0
Q8IXQ9,Q9NSY1,0
Q8IXT1,Q96BU1,0
Q8IXX5,Q9Y5H4,0
Q8IXZ3,Q9H469,0
Q8IXZ3,Q9P2Y5,0
Q8IXZ3,Q9ULR0,0
Q8IY33,Q8WYN3,0
Q8IY33,Q9P2G9,0
Q8IY63,Q8NDG6,0
Q8IY63,Q8WVL7,0
Q8IY81,Q9H6U6,0
Q8IY84,Q9BT23,0
Q8IY92,Q92750,0
Q8IYA2,Q8NBT3,0
Q8IYA7,Q99603,0
Q8IYA7,Q9Y2V0,0
Q8IYB8,Q8WUA7,0
Q8IYD8,Q8NDQ6,0
Q8IYE0,Q8IYX4,0
Q8IYH5,Q96DT0,0
Q8IYI0,Q9Y3D0,0
Q8IYJ2,Q96DZ9,0
Q8IYK8,Q9BXU2,0
Q8IYK8,Q9C098,0
Q8IYL3,Q9NQ03,0
Q8IYN2,Q9H3K2,0
Q8IYN6,Q8TAP4,0
Q8IYP2,Q9HBM0,0
Q8IYS0,Q96EV2,0
Q8IYT8,Q8NCM2,0
Q8IYU4,Q9NRM7,0
Q8IYU8,Q9BQI6,0
Q8IYW4,Q8TD20,0
Q8IYX8,Q9GZY0,0
Q8IYY4,Q8WWQ2,0
Q8IZC6,Q8N100,0
Q8IZC6,Q9H0Y0,0
Q8IZF0,Q9H1A3,0
Q8IZF2,Q8IZF5,0
Q8IZF3,Q9BVV7,0
Q8IZF4,Q8TAX0,0
Q8IZL2,Q9BPY3,0
Q8IZM8,Q96QS3,0
Q8IZM8,Q9Y371,0
Q8IZM9,Q9UI08,0
Q8IZP0,Q96QB1,0
Q8IZQ5,Q96EQ0,0
Q8IZT8,Q9UJX0,0
Q8IZT9,Q9H061,0
Q8IZT9,Q9Y2N7,0
Q8IZU8,Q9Y2P7,0
Q8IZV5,Q9H4D0,0
Q8IZV5,Q9UJU5,0
Q8N0T1,Q8N8H1,0
Q8N0U2,Q9NQZ5,0
Q8N0Z2,Q9UHG3,0
Q8N119,Q8TAL5,0
Q8N126,Q9NYJ8,0
Q8N129,Q9NUS5,0
Q8N130,Q96D96,0
Q8N135,Q96MF6,0
Q8N138,Q96BF3,0
Q8N142,Q8WWQ0,0
Q8N145,Q9Y276,0
Q8N149,Q8NCS7,0
Q8N158,Q9BSJ2,0
Q8N163,Q8NCE0,0
Q8N1E6,Q9Y4E6,0
Q8N1K5,Q96F46,0
Q8N1L9,Q9NRY2,0
Q8N1M1,Q9H7B4,0
Q8N1V8,Q9BXA6,0
Q8N1W2,Q8NGQ3,0
Q8N1W2,Q96MT7,0
Q8N239,Q8TF47,0
Q8N2C9,Q9UKR3,0
Q8N2F6,Q9Y5G5,0
Q8N2K1,Q8N653,0
Q8N2R8,Q96QI5,0
Q8N2Y8,Q9H0B6,0
Q8N344,Q96A99,0
Q8N349,Q9H0B6,0
Q8N365,Q8N8F6,0
Q8N365,Q9BW19,0
Q8N371,Q9BWD3,0
Q8N393,Q96MC4,0
Q8N3D4,Q92747,0
Q8N3E9,Q8TE23,0
Q8N3J6,Q9UKA2,0
Q8N3R3,Q8N5I3,0
Q8N3S3,Q9H596,0
Q8N3Z6,Q92730,0
Q8N414,Q9NX31,0
Q8N423,Q9NVL8,0
Q8N427,Q92879,0
Q8N427,Q9Y312,0
Q8N436,Q9BRU2,0
Q8N456,Q8N9U0,0
Q8N461,Q9P242,0
Q8N475,Q9NXF1,0
Q8N488,Q8TDI0,0
Q8N490,Q92609,0
Q8N4E7,Q8N5N7,0
Q8N4F7,Q96QD5,0
Q8N4H0,Q8NAQ8,0
Q8N4H0,Q96R54,0
Q8N4H5,Q9H9Z2,0
Q8N4L8,Q8NH80,0
Q8N4P2,Q9HBI5,0
Q8N4P3,Q96JZ2,0
Q8N4T4,Q9UM63,0
Q8N4V1,Q8NAV2,0
Q8N4V2,Q9BTF0,0
Q8N4Z0,Q96T23,0
Q8N531,Q92543,0
Q8N535,Q9BXI6,0
Q8N535,Q9UMR3,0
Q8N556,Q8NA23,0
Q8N556,Q9H3K2,0
Q8N565,Q96IQ9,0
Q8N568,Q96QZ0,0
Q8N5B7,Q9Y5H6,0
Q8N5C8,Q99623,0
Q8N5F7,Q96BN6,0
Q8N5H7,Q9H0U4,0
Q8N5K1,Q9H2A9,0
Q8N5M1,Q96SN8,0
Q8N5M9,Q9H813,0
Q8N5M9,Q9Y6Q3,0
Q8N5P1,Q9BYH1,0
Q8N5S3,Q8N6M0,0
Q8N5U0,Q9NRY7,0
Q8N5Z5,Q96DR5,0
Q8N680,Q9H6K5,0
Q8N688,Q9Y305,0
Q8N693,Q9P1Q0,0
Q8N6D2,Q9P202,0
Q8N6F1,Q96BA8,0
Q8N6F8,Q9C0F3,0
Q8N6F8,Q9UL16,0
Q8N6K4,Q9Y4R8,0
Q8N6L1,Q9NXB9,0
Q8N6M6,Q9Y6U7,0
Q8N6N2,Q9BR61,0
Q8N6V9,Q92614,0
Q8N769,Q9Y5W8,0
Q8N7A1,Q9H7F4,0
Q8N7B1,Q9Y4I5,0
Q8N7C0,Q9BQY4,0
Q8N7C7,Q9UJM3,0
Q8N7P1,Q9BQI0,0
Q8N7P1,Q9UHJ9,0
Q8N7R7,Q8NFY4,0
Q8N7U7,Q9Y6H1,0
Q8N7W2,Q9HA65,0
Q8N7X0,Q9NSC5,0
Q8N7X4,Q8NEP3,0
Q8N808,Q92833,0
Q8N815,Q9H7P9,0
Q8N819,Q9Y4W2,0
Q8N831,Q96S96,0
Q8N878,Q92753,0
Q8N878,Q9ULB5,0
Q8N883,Q96NA2,0
Q8N884,Q9Y5A7,0
Q8N8B7,Q9BTL3,0
Q8N8B7,Q9BWT1,0
Q8N8F7,Q9UPM6,0
Q8N8G6,Q9BUL5,0
Q8N8Y2,Q9Y6W3,0
Q8N8Z6,Q8NCE0,0
Q8N907,Q9HB89,0
Q8N912,Q8NFH3,0
Q8N912,Q9H1Z8,0
Q8N944,Q8WWU5,0
Q8N966,Q9H334,0
Q8N998,Q96RJ6,0
Q8N999,Q8NHB7,0
Q8N9A8,Q9C086,0
Q8N9C0,Q8NET6,0
Q8N9F8,Q9H2Z4,0
Q8N9H9,Q9NP99,0
Q8N9M5,Q9NQS1,0
Q8N9N5,Q96N20,0
Q8N9T8,Q8WWY6,0
Q8N9T8,Q96KK5,0
Q8N9T8,Q96T55,0
Q8N9W6,Q99677,0
Q8N9W7,Q9Y6D0,0
Q8NA92,Q96QV1,0
Q8NAA6,Q9H063,0
Q8NB12,Q9Y3C0,0
Q8NB42,Q9ULQ1,0
Q8NBA8,Q8NGI2,0
Q8NBH2,Q9Y6P5,0
Q8NBI5,Q8NGT9,0
Q8NBJ4,Q8TCT1,0
Q8NBN7,Q96AQ2,0
Q8NBR6,Q99489,0
Q8NC06,Q9H343,0
Q8NC74,Q8WV37,0
Q8NC96,Q96JE9,0
Q8NCC5,Q96MZ0,0
Q8NCE0,Q96MP5,0
Q8NCE0,Q9BYD6,0
Q8NCF5,Q9H0L4,0
Q8NCF5,Q9UBL0,0
Q8NCG5,Q8WYN0,0
Q8NCK7,Q9Y535,0
Q8NCK7,Q9Y5R6,0
Q8NCL4,Q9H503,0
Q8NCL8,Q9P086,0
Q8NCN2,Q9UBM4,0
Q8NCN5,Q9H0I3,0
Q8NCQ7,Q9BY14,0
Q8NCW0,Q8TDZ2,0
Q8NCW5,Q9NP91,0
Q8ND24,Q9H339,0
Q8ND56,Q9BTM9,0
Q8NDI1,Q99581,0
Q8NDQ6,Q8NEF9,0
Q8NDV2,Q9NP74,0
Q8NDX5,Q9H239,0
Q8NDX6,Q9BY71,0
Q8NDX9,Q9NP77,0
Q8NDY8,Q9Y3D9,0
Q8NDZ2,Q9Y5Y5,0
Q8NDZ6,Q9H6X5,0
Q8NE09,Q9Y4F9,0
Q8NE18,Q9ULE6,0
Q8NE62,Q9BXB4,0
Q8NE63,Q9BXU0,0
